name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,number_of_reviews,bathrooms,amenities,price,extra_people,last_review,Street,Country,Country_Code,Longitude,Latitude,availability_30,availability_60,availability_90,availability_365,review_scores_rating
Private OceanFront Bathtub Beach Spacious House,House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,14,4.0,32,4.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Beachfront']",795.00,0.00,2019-02-19 05:00:00,"Laie, HI, United States",United States,US,-157.91952,21.63549,10,17,26,229,94.0
A large sunny bedroom,Apartment,Private room,Real Bed,3,1125,moderate,1,1.0,2,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",35.00,0.00,2016-08-20 04:00:00,"Bronx, NY, United States",United States,US,-73.90052,40.85598,0,0,0,0,90.0
Best location BR Apt in HK Shops Sights,Apartment,Entire home/apt,Real Bed,1,60,strict_14_with_grace_period,4,1.0,145,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water']",997.00,160.00,2019-02-06 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17088,22.29663,20,50,80,170,94.0
Room For Erasmus,Apartment,Private room,Real Bed,1,1125,flexible,2,2.0,1,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Host greets you']",37.00,0.00,2017-12-27 05:00:00,"Şişli, İstanbul, Turkey",Turkey,TR,29.06064,40.98837,30,60,90,365,0.0
BBC OPORTO X,Apartment,Entire home/apt,Real Bed,3,1125,flexible,8,4.0,71,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo']",100.00,0.00,2018-12-30 05:00:00,"Porto, Porto District, Portugal",Portugal,PT,-8.60069,41.16246,0,10,15,264,88.0
luxury apartment in istanbul taxsim,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,135,1.0,"['Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Fire extinguisher', 'Essentials', 'Shampoo']",269.00,42.00,2019-02-04 05:00:00,"Istanbul, Istanbul Province, Turkey",Turkey,TR,28.98538,41.03326,17,36,55,317,91.0
Inn of the colonies,Bed and breakfast,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,9,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Breakfast', 'Family/kid friendly', 'Essentials', 'Hangers']",138.00,70.00,2019-02-03 05:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.3089745798612,-23.004633399469007,28,58,88,347,98.0
Room Taquara Jacarepaguá,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1,1.0,"['Cable TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",101.00,20.00,2016-05-16 04:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.37035220190699,-22.91636184358952,30,60,90,365,100.0
Banyan Bungalow,Bungalow,Entire home/apt,Real Bed,2,300,flexible,2,0.0,99,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Dog(s)', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water']",100.00,20.00,2019-02-19 05:00:00,"Waialua, HI, United States",United States,US,-158.1602,21.57561,12,27,53,321,96.0
Beautiful flat with services,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2.0,32,2.0,"['Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', '24-hour check-in', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Stove']",351.00,500.00,2019-01-22 05:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.20577175003696,-22.982557305257775,3,18,41,316,95.0
Beach Guest House Go Make A Trip,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2,1.0,11,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron']",112.00,0.00,2017-09-22 04:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.353970672578306,-23.008991691724663,24,45,60,309,98.0
Studio convenient to CBD beaches street parking,Guest suite,Entire home/apt,Real Bed,2,3,moderate,5,1.0,104,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Outlet covers', 'High chair', 'Children’s books and toys', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Accessible-height bed', 'Step-free access', 'Step-free access']",45.00,25.00,2018-09-23 04:00:00,"Balgowlah, NSW, Australia",Australia,AU,151.26108,-33.7975,0,0,0,0,96.0
Bondi Beach Dreaming Bed House,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8,3.0,139,2.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'High chair', 'Fireplace guards', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",399.00,35.00,2018-11-11 05:00:00,"Bondi Beach, NSW, Australia",Australia,AU,151.27448,-33.8872,0,0,0,0,96.0
March availability Oceanview on Sugar Beach,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,1.0,19,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water']",229.00,0.00,2019-01-10 05:00:00,"Kihei, HI, United States",United States,US,-156.46881,20.78621,5,26,35,228,94.0
Where Castles and Art meet the Sea,Apartment,Entire home/apt,Real Bed,5,1125,moderate,4,1.0,13,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Hot tub', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",80.00,0.00,2019-01-04 05:00:00,"Matosinhos, Porto, Portugal",Portugal,PT,-8.68887,41.17544,0,0,0,27,95.0
Homely Room in Star New CondoMTR,Condominium,Private room,Real Bed,28,1125,strict_14_with_grace_period,2,1.0,179,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Step-free access', 'Step-free access', 'Wide entryway', 'Host greets you']",479.00,150.00,2017-08-31 04:00:00,"Mongkok, Kowloon, Hong Kong",Hong Kong,HK,114.17094,22.32074,0,3,3,3,94.0
The Garden Studio,Guesthouse,Entire home/apt,Real Bed,2,40,strict_14_with_grace_period,2,1.0,146,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Other']",129.00,0.00,2019-02-11 05:00:00,"Marrickville, NSW, Australia",Australia,AU,151.15036,-33.90318,30,60,90,365,97.0
Cheerful new renovated central apt,Apartment,Entire home/apt,Real Bed,3,1125,moderate,8,3.0,77,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Step-free access', 'Host greets you']",264.00,36.00,2019-02-10 05:00:00,"Beyoğlu, İstanbul, Turkey",Turkey,TR,28.97477,41.03735,18,29,51,326,94.0
Heroism IV,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0.0,31,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'Long term stays allowed', 'Host greets you', 'Handheld shower head']",29.00,0.00,2018-10-22 04:00:00,"Porto, Porto, Portugal",Portugal,PT,-8.59275,41.1462,16,42,61,309,89.0
Condominium Praia Barra da Tijuca,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2.0,18,2.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'First aid kit', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Stove', 'Long term stays allowed', 'Well-lit path to entrance', 'Other']",351.00,0.00,2019-01-04 05:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.32231287289854,-23.009702689174244,22,52,82,172,95.0
A warm apartment located in Deepwater 埗 Metro Station,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,18,1.0,"['TV', 'Air conditioning', 'Kitchen', 'Heating', 'Essentials', 'Shampoo', '24-hour check-in', 'Hair dryer', 'Hot water']",353.00,50.00,2017-12-25 05:00:00,"Sham Shui Po, Kowloon, Hong Kong",Hong Kong,HK,114.16262,22.32733,30,60,90,365,71.0
Tropical Jungle Oasis,Condominium,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,65,1.5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",125.00,0.00,2019-02-22 05:00:00,"Hilo, HI, United States",United States,US,-155.09259,19.73108,12,39,65,65,96.0
Luxury Bdrm in Downtown Brooklyn,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2,1.0,1,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",144.00,0.00,2016-02-21 05:00:00,"Brooklyn, NY, United States",United States,US,-73.98102,40.69406,0,0,0,0,0.0
Cozy bedorom sacred family,Apartment,Private room,Real Bed,2,1125,flexible,2,1.0,1,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Pets allowed', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Laptop friendly workspace']",20.00,0.00,2016-02-14 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.17963,41.40087,0,0,0,0,100.0
Whole Apt in East Williamsburg,Apartment,Entire home/apt,Real Bed,4,90,moderate,4,1.0,126,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",125.00,30.00,2019-02-19 05:00:00,"Brooklyn, NY, United States",United States,US,-73.93981,40.70687,1,6,8,168,96.0
Jubilee By The Sea Ocean Views,House,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,11,4.0,45,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Pack ’n Play/travel crib', 'Hot water', 'Other']",325.00,25.00,2019-02-26 05:00:00,"Kailua-Kona, HI, United States",United States,US,-155.97349,19.61318,11,37,48,267,98.0
Sun filled comfortable apartment,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,2,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron']",85.00,0.00,2016-02-22 05:00:00,"Rushcutters Bay, NSW, Australia",Australia,AU,151.22559,-33.87604,0,0,0,0,100.0
Park Guell apartment with terrace,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2.0,51,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Host greets you']",85.00,0.00,2018-12-30 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.15836,41.41582,13,16,27,174,71.0
Spacious and well located apartment,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,6,2.0,20,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Long term stays allowed', 'Host greets you']",60.00,8.00,2018-11-04 04:00:00,"Porto, Porto, Portugal",Portugal,PT,-8.6114,41.16093,0,16,46,314,89.0
Gourmet Botanical Garden Beadom,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2.0,9,2.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Gym', 'Elevator', 'Free street parking', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Changing table', 'Stair gates', 'Children’s books and toys', 'Window guards', 'Babysitter recommendations', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed']",395.00,35.00,2018-10-15 04:00:00,"Rio de Janeiro, RJ, Brazil",Brazil,BR,-43.22076222600562,-22.96448811710617,17,47,77,342,91.0
Charming Spacious Park Slope Studio,Guest suite,Entire home/apt,Real Bed,3,1125,moderate,3,0.0,115,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",135.00,25.00,2019-02-04 05:00:00,"Brooklyn, NY, United States",United States,US,-73.98307,40.6651,6,10,12,204,98.0
Panoramic Ocean View Studio in Quiet Setting,Guesthouse,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,114,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Free street parking', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",120.00,15.00,2019-02-18 05:00:00,"Honolulu, HI, United States",United States,US,-157.78578,21.29561,3,26,53,323,95.0
Grand Apartment Sagrada Familia,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8,4.0,77,2.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",169.00,0.00,2019-02-20 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.18146,41.39716,19,32,48,211,90.0
